,track id,Genre, amazement, solemnity, tenderness, nostalgia, calmness, power, joyful_activation, tension, sadness, mood, liked, disliked, age, gender, mother tongue,merge_key,Title,Artist,Key,BPM,file_id
24,1,classical,0,0,0,1,1,0,0,0,0,3,0,0,37,0,German,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
25,1,classical,0,0,1,1,0,0,0,0,1,1,1,0,33,0,Russian,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
26,1,classical,0,1,0,0,1,0,0,0,1,4,0,1,51,0,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
27,1,classical,1,1,0,0,1,0,0,0,0,3,0,0,21,1,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
28,1,classical,0,0,0,0,0,0,0,0,1,3,0,0,30,0,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
29,1,classical,0,1,0,1,0,0,0,0,1,3,0,0,60,1,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
30,1,classical,1,0,1,0,1,0,0,0,0,4,1,0,21,0,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
31,1,classical,0,0,0,0,1,0,0,0,0,4,0,0,46,1,French,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
32,1,classical,0,0,0,0,0,0,0,0,1,4,0,1,25,1,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
33,1,classical,0,0,0,0,1,0,0,0,0,3,0,0,42,1,Tamil,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
34,1,classical,0,1,0,0,1,0,0,0,1,4,1,0,28,0,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
35,1,classical,0,1,1,0,1,0,0,0,0,2,1,0,37,0,German,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
36,1,classical,0,0,0,1,0,0,0,0,0,4,1,0,57,1,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
37,1,classical,0,0,0,1,1,0,0,1,0,4,0,0,22,1,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
38,1,classical,0,0,1,0,0,0,0,1,1,3,0,1,24,0,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
39,1,classical,1,0,1,0,1,0,0,0,0,4,1,0,30,0,Dutch,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
40,1,classical,0,0,0,0,1,0,0,0,0,5,0,0,49,0,Swedish,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
41,1,classical,0,1,0,0,1,0,0,0,0,3,0,0,41,1,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
42,1,classical,0,0,0,0,1,0,0,0,1,3,0,0,51,0,Dutch,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
43,1,classical,0,1,0,0,1,0,0,0,0,3,0,0,27,0,Catalan,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
44,1,classical,1,1,0,0,1,0,0,0,0,2,1,0,23,0,English,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
45,1,classical,0,1,0,0,1,0,0,0,0,4,1,0,24,1,Russian,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
46,1,classical,0,0,0,0,1,0,0,0,0,4,1,0,22,0,Russian,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
47,1,classical,0,0,0,0,0,0,0,0,0,2,0,1,28,1,Estonian,1-classical,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),Voices of Music,D♭ Minor,73,1
48,2,classical,0,0,0,0,1,0,0,0,0,3,1,0,41,1,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
49,2,classical,0,1,0,1,1,0,0,0,0,3,1,0,18,0,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
50,2,classical,0,0,0,0,1,1,0,0,0,5,1,0,22,0,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
51,2,classical,0,1,1,0,1,0,0,0,0,4,1,0,22,1,French,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
52,2,classical,0,0,0,0,1,0,0,0,0,5,1,0,36,1,Japanese,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
53,2,classical,0,1,1,0,1,0,0,0,0,5,1,0,54,0,German,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
54,2,classical,0,0,1,0,1,0,0,0,0,5,0,0,46,1,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
55,2,classical,0,0,0,0,1,0,0,0,0,3,0,0,45,1,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
56,2,classical,1,1,0,0,0,0,0,0,0,3,1,0,22,0,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
57,2,classical,0,0,0,0,1,0,0,0,0,4,0,1,30,0,German,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
58,2,classical,0,0,1,0,1,0,0,0,0,4,1,0,70,1,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
59,2,classical,0,0,1,0,1,0,0,0,0,2,1,0,46,1,Greek,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
60,2,classical,0,1,0,1,0,0,1,0,0,4,1,0,16,1,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
61,2,classical,0,0,1,1,1,0,0,0,0,3,0,0,32,0,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
62,2,classical,0,0,0,1,1,0,0,0,0,4,0,0,30,1,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
63,2,classical,0,0,1,0,1,0,0,0,0,3,1,0,33,0,French,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
64,2,classical,0,1,0,0,1,0,0,0,0,3,0,0,27,0,Catalan,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
65,2,classical,0,0,0,1,0,0,0,0,0,4,1,0,51,0,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
66,2,classical,0,0,1,1,1,0,0,0,0,4,1,0,63,0,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
67,2,classical,0,0,0,1,1,0,0,0,1,3,0,0,37,0,German,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
68,2,classical,0,0,1,1,1,0,0,0,0,3,0,1,27,0,German,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
69,2,classical,0,0,0,1,1,0,0,0,1,1,0,0,33,0,Russian,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
70,2,classical,0,0,0,0,1,0,0,0,1,3,1,0,30,1,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
71,2,classical,0,1,1,0,1,0,0,0,0,2,1,0,37,0,German,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
72,2,classical,1,0,1,0,1,0,0,0,0,4,1,0,21,0,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
73,2,classical,0,0,0,0,1,0,0,0,0,4,0,0,46,1,French,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
74,2,classical,0,0,0,1,0,0,0,0,1,4,1,0,25,1,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
75,2,classical,0,0,0,0,1,0,0,0,0,3,0,0,42,1,Tamil,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
76,2,classical,1,0,0,0,0,0,0,1,0,3,0,0,58,1,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
77,2,classical,0,0,0,1,0,0,0,0,0,4,1,0,57,1,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
78,2,classical,0,0,1,0,0,1,0,0,0,4,0,0,22,1,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
79,2,classical,0,0,0,0,1,0,0,0,0,4,0,1,20,0,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
80,2,classical,0,0,0,0,1,0,0,0,0,3,1,0,36,1,Spanish,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
81,2,classical,0,0,1,0,0,0,0,0,0,4,1,0,25,0,Russian,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
82,2,classical,0,0,1,0,0,0,0,0,0,5,0,0,34,1,Portuguese,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
83,2,classical,0,0,0,0,1,0,0,0,0,5,0,0,25,1,Russian,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
84,2,classical,0,0,0,0,1,0,0,0,0,3,0,1,51,0,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
85,2,classical,0,0,1,0,0,0,0,0,0,5,0,0,34,1,Portuguese,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
86,2,classical,0,1,0,1,1,0,0,0,0,4,1,0,30,0,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
87,2,classical,1,0,1,1,0,0,0,0,0,4,1,0,38,1,Russian,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
88,2,classical,0,0,1,0,1,0,0,0,0,3,1,0,22,0,Dutch,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
89,2,classical,0,0,1,0,0,0,0,0,0,5,0,0,34,1,Portuguese,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
90,2,classical,0,0,0,0,1,0,0,0,0,3,1,0,51,0,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
91,2,classical,0,0,1,1,1,0,0,0,0,3,0,0,50,0,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
92,2,classical,1,0,0,1,1,0,0,0,0,2,1,0,23,0,English,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
93,2,classical,0,0,1,0,1,0,0,0,0,4,1,0,33,0,Czech,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
94,2,classical,0,0,0,1,1,0,0,0,1,3,0,0,32,0,Spanish,2-classical,21 - Sonata No. 2 in G major Op. 50 - Largo ,Musica Franca,D Minor,80,2
95,3,classical,0,0,0,0,0,0,1,0,0,5,1,0,51,0,Spanish,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
96,3,classical,0,0,0,0,0,0,1,0,0,5,1,0,36,1,Japanese,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
97,3,classical,1,0,0,0,1,0,0,0,0,4,1,0,46,1,Dutch,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
98,3,classical,0,0,0,0,0,0,0,1,1,3,0,0,45,1,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
99,3,classical,0,1,0,0,0,0,0,0,0,4,0,1,30,0,German,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
100,3,classical,0,0,0,0,0,1,1,0,0,4,1,0,70,1,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
101,3,classical,0,1,0,0,0,1,0,0,0,4,1,0,54,1,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
102,3,classical,0,0,0,0,0,1,1,1,0,4,0,1,16,1,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
103,3,classical,0,0,0,1,0,0,1,0,0,4,0,0,30,1,Dutch,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
104,3,classical,0,0,0,0,0,0,0,1,1,3,0,1,33,0,French,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
105,3,classical,0,1,0,0,0,0,0,1,0,4,0,1,17,1,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
106,3,classical,0,0,0,0,0,1,0,0,0,3,1,0,35,0,Arabic,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
107,3,classical,0,1,0,0,0,0,0,0,0,4,0,0,51,0,Dutch,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
108,3,classical,0,1,0,1,0,0,1,0,0,4,1,0,63,0,Dutch,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
109,3,classical,0,0,0,0,0,0,0,1,0,3,0,0,29,0,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
110,3,classical,1,0,0,0,0,1,1,0,0,4,0,0,20,1,Dutch,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
111,3,classical,0,1,0,1,1,0,0,0,0,3,0,0,37,0,German,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
112,3,classical,0,1,0,1,0,0,0,0,0,4,0,0,25,0,French,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
113,3,classical,0,1,0,0,0,0,0,0,0,3,0,1,30,1,German,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
114,3,classical,0,1,0,0,0,0,0,1,1,1,1,0,33,0,Russian,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
115,3,classical,0,0,1,0,0,0,1,0,0,3,0,0,30,1,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
116,3,classical,0,0,0,0,0,1,0,0,0,3,0,0,36,1,Spanish,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
117,3,classical,0,0,0,1,0,1,0,0,1,4,1,0,19,1,Russian,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
118,3,classical,0,1,1,0,0,0,0,0,0,5,0,1,25,0,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
119,3,classical,1,0,0,0,0,1,1,0,0,4,1,0,21,0,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
120,3,classical,0,1,0,0,0,0,0,0,0,4,0,0,34,1,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
121,3,classical,0,0,0,0,0,0,1,0,0,4,0,0,46,1,French,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
122,3,classical,1,1,0,0,1,0,0,0,0,5,0,0,30,0,Urdu,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
123,3,classical,0,0,0,1,0,0,0,0,1,4,0,0,25,1,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
124,3,classical,0,0,0,0,0,0,1,0,0,3,0,0,58,1,Dutch,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
125,3,classical,0,0,0,0,0,0,0,1,0,4,0,0,57,1,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
126,3,classical,0,0,0,0,0,1,1,0,0,4,0,1,20,0,Dutch,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
127,3,classical,1,0,1,0,0,0,1,0,0,4,0,0,30,0,Dutch,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
128,3,classical,0,1,0,0,0,0,0,1,0,3,1,0,48,0,German,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
129,3,classical,0,0,0,0,0,1,0,1,0,4,1,0,38,1,Russian,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
130,3,classical,0,0,0,0,0,0,1,0,0,3,1,0,51,0,English,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
131,3,classical,0,0,1,0,0,0,1,0,0,4,1,0,26,0,Russian,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
132,3,classical,0,1,0,0,0,1,1,0,0,3,1,0,27,0,Spanish,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
133,3,classical,0,1,0,0,0,0,0,0,1,5,0,0,25,1,Russian,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
134,3,classical,0,0,0,0,0,1,0,0,0,4,1,0,33,0,Czech,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
135,3,classical,1,0,1,0,0,0,1,0,0,4,1,0,22,1,French,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
136,3,classical,1,0,0,1,0,0,1,0,0,5,1,0,44,1,French,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
137,3,classical,0,0,0,0,0,1,0,1,1,2,1,0,28,1,Estonian,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
138,3,classical,0,1,0,1,0,0,0,0,0,4,1,0,33,0,German,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
139,3,classical,1,0,1,0,0,0,1,0,0,3,0,0,18,0,Dutch,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
140,3,classical,0,0,0,0,0,0,0,1,0,4,0,0,59,1,Russian,3-classical,Sonata for Violoncello and Basso Continuo in Bb: Allegro - RV 43 (Vivaldi),Gonzalo X Ruiz,B Major,88,3
141,4,classical,0,0,0,1,1,0,0,0,0,5,0,0,36,1,Japanese,4-classical,Handel- Suite in Fa Major (Adagio),Ivan Ilic,F Major,97,4
142,4,classical,0,0,0,1,1,0,0,0,0,4,1,0,46,1,Dutch,4-classical,Handel- Suite in Fa Major (Adagio),Ivan Ilic,F Major,97,4
143,4,classical,1,0,1,0,1,0,0,0,0,3,0,0,45,1,English,4-classical,Handel- Suite in Fa Major (Adagio),Ivan Ilic,F Major,97,4
144,4,classical,0,1,0,0,1,0,0,0,0,5,0,0,25,1,Dutch,4-classical,Handel- Suite in Fa Major (Adagio),Ivan Ilic,F Major,97,4
145,4,classical,0,0,1,1,1,0,0,0,0,4,1,0,47,1,Dutch,4-classical,Handel- Suite in Fa Major (Adagio),Ivan Ilic,F Major,97,4
146,4,classical,0,1,0,1,0,0,0,0,0,4,0,0,30,1,Dutch,4-classical,Handel- Suite in Fa Major (Adagio),Ivan Ilic,F Major,97,4
